,name,version,level,Status,Reason,full_hash,hash,Num Successes,Num Fails,Alloc Time,yaml_file,dependencies
26fvvinywdtazoywbbhjndmq6gt5vwu6,mpark-variant,1.3.0,0,SUCCESS,Not Scheduled,26fvvinywdtazoywbbhjndmq6gt5vwu6,ibjc3r2ysawcx3frzre3b3hiqhxvt54l,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/26fvvinywdtazoywbbhjndmq6gt5vwu6.yaml,['t67x44ity5fi57yohgr5r7g7afhv4q6f']
2elycdxcm7b4lqxz2lzq23fw6eid3ynt,mpark-variant,1.4.0,0,SUCCESS,Not Scheduled,2elycdxcm7b4lqxz2lzq23fw6eid3ynt,jcj7ncjvqpsb4jvyrr5zaqpvsi5agmzh,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/2elycdxcm7b4lqxz2lzq23fw6eid3ynt.yaml,['oyxo4cjuqp4agyztxxisuwva3l2rru4f']
2uu4qko7myi3jfwnpegze2rkbixrcjae,mpark-variant,1.3.0,0,SUCCESS,Not Scheduled,2uu4qko7myi3jfwnpegze2rkbixrcjae,ibjc3r2ysawcx3frzre3b3hiqhxvt54l,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/2uu4qko7myi3jfwnpegze2rkbixrcjae.yaml,['fm4ireyepeuzbbhzxu52tmdaiw46suw3']
3226pogncg74lww6vker4ru525jghvhe,mpark-variant,1.4.0,0,SUCCESS,Not Scheduled,3226pogncg74lww6vker4ru525jghvhe,jcj7ncjvqpsb4jvyrr5zaqpvsi5agmzh,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/3226pogncg74lww6vker4ru525jghvhe.yaml,['vt7lide4cpukeofm25vp7cxvwbfbb55g']
34sze4t4xetrpwn66372vs3m4tezby4v,mpark-variant,1.4.0,0,SUCCESS,Not Scheduled,34sze4t4xetrpwn66372vs3m4tezby4v,jcj7ncjvqpsb4jvyrr5zaqpvsi5agmzh,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/34sze4t4xetrpwn66372vs3m4tezby4v.yaml,['xpc5vskg2gaff732g22r6m5mzxrvtlcd']
3paupmlzgeqbyjwvb537ebczvp2m5sp4,mpark-variant,1.3.0,0,SUCCESS,Not Scheduled,3paupmlzgeqbyjwvb537ebczvp2m5sp4,ibjc3r2ysawcx3frzre3b3hiqhxvt54l,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/3paupmlzgeqbyjwvb537ebczvp2m5sp4.yaml,['k73wib26wtzh4k5dpofvkb2adrrfwcpx']
3vwu4z52noiwol3mboddnnxcbpnr2cqy,mpark-variant,1.4.0,0,SUCCESS,Not Scheduled,3vwu4z52noiwol3mboddnnxcbpnr2cqy,jcj7ncjvqpsb4jvyrr5zaqpvsi5agmzh,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/3vwu4z52noiwol3mboddnnxcbpnr2cqy.yaml,['rncjcs6ssfs4mcdgr7icux7g44ao6dmt']
45lzwg36igojzxbv23y7xoemm54bm6l5,mpark-variant,1.4.0,0,SUCCESS,Not Scheduled,45lzwg36igojzxbv23y7xoemm54bm6l5,jcj7ncjvqpsb4jvyrr5zaqpvsi5agmzh,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/45lzwg36igojzxbv23y7xoemm54bm6l5.yaml,['elupkehd3uhq54xgxarsfic77hkj5373']
4mcl4ztip3wabufcwdtzf3avy75quqlz,mpark-variant,1.4.0,0,SUCCESS,Not Scheduled,4mcl4ztip3wabufcwdtzf3avy75quqlz,jcj7ncjvqpsb4jvyrr5zaqpvsi5agmzh,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/4mcl4ztip3wabufcwdtzf3avy75quqlz.yaml,['ntzozvjjwznqyjkm7gqkljobim4f3oos']
4x2uhl7gvlndy2e5x67flqlauz5lwl6n,mpark-variant,1.3.0,0,SUCCESS,Not Scheduled,4x2uhl7gvlndy2e5x67flqlauz5lwl6n,ibjc3r2ysawcx3frzre3b3hiqhxvt54l,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/4x2uhl7gvlndy2e5x67flqlauz5lwl6n.yaml,['z6wk4st2lbp7cjklrfnax3sffnk4xrn5']
57adwtv4is54uxfx4fps32zgjupqtys2,mpark-variant,1.3.0,0,SUCCESS,Not Scheduled,57adwtv4is54uxfx4fps32zgjupqtys2,ibjc3r2ysawcx3frzre3b3hiqhxvt54l,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/57adwtv4is54uxfx4fps32zgjupqtys2.yaml,['uerltlobdgp65ispjwdhzdzfcjzxifuc']
5bblppyl7bvy5ro45jsox6suzecn6adj,mpark-variant,1.4.0,0,SUCCESS,Not Scheduled,5bblppyl7bvy5ro45jsox6suzecn6adj,jcj7ncjvqpsb4jvyrr5zaqpvsi5agmzh,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/5bblppyl7bvy5ro45jsox6suzecn6adj.yaml,['f6pmtbfpfyjszbukxpsma5wq3rgi3joh']
5hg4mhsuaatcayggf7xv7wfrhgmcnz2a,mpark-variant,1.4.0,0,SUCCESS,Not Scheduled,5hg4mhsuaatcayggf7xv7wfrhgmcnz2a,jcj7ncjvqpsb4jvyrr5zaqpvsi5agmzh,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/5hg4mhsuaatcayggf7xv7wfrhgmcnz2a.yaml,['fcmgle4uau2xzbnilxj4pifskp4aadrz']
5mb3tomafbyykpqlvr5cv7muirmnsnre,mpark-variant,1.3.0,0,SUCCESS,Not Scheduled,5mb3tomafbyykpqlvr5cv7muirmnsnre,ibjc3r2ysawcx3frzre3b3hiqhxvt54l,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/5mb3tomafbyykpqlvr5cv7muirmnsnre.yaml,['2polunnjoafbfmvqxcikvj4x7zuqxc5u']
63st74q6hhbkrmkbnjhtamkkntrdimwf,mpark-variant,1.4.0,0,SUCCESS,Not Scheduled,63st74q6hhbkrmkbnjhtamkkntrdimwf,jcj7ncjvqpsb4jvyrr5zaqpvsi5agmzh,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/63st74q6hhbkrmkbnjhtamkkntrdimwf.yaml,['qggj523dktgoblmay3gsyfmqjswi3775']
65ozmeien5mldzga5evfzc33c5g3357y,mpark-variant,1.4.0,0,SUCCESS,Not Scheduled,65ozmeien5mldzga5evfzc33c5g3357y,jcj7ncjvqpsb4jvyrr5zaqpvsi5agmzh,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/65ozmeien5mldzga5evfzc33c5g3357y.yaml,['5urpxdoddlip3fxtfh32duj2dyjb5yqc']
6a7sdofesvayqnxvstirkuqxi4qe4c3h,mpark-variant,1.3.0,0,SUCCESS,Not Scheduled,6a7sdofesvayqnxvstirkuqxi4qe4c3h,ibjc3r2ysawcx3frzre3b3hiqhxvt54l,1,0,3600,/p/vast1/koparasy/BUILD/spack_cluster_installer/quartz/mpark-variant/specs/6a7sdofesvayqnxvstirkuqxi4qe4c3h.yaml,['xpc5vskg2gaff732g22r6m5mzxrvtlcd']
